id,university,score, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
4494,University Of Chicago,3.4,CS,Masters,Accepted,I,2017,3.52,162,168,330,5,TRUE
4495,Columbia  University (Fu Foundation),4.1,CS,Masters,Accepted,I,2018,4,159,170,329,4.5,TRUE
4496,Vanderbilt University,2.8,CS,PhD,Accepted,I,2014,8.9,163,166,329,4,TRUE
4497,Ohio State University,3.4,CS,Masters,Accepted,I,2013,3.08,147,170,317,2.5,TRUE
4498,CMU,5,CS,Masters,Rejected,U,2014,3.67,154,169,323,3.5,TRUE
4499,Virginia Tech,3.2,CS,PhD,Accepted,I,2012,3.66,166,144,310,3,TRUE
4500,SUNY-Buffalo,2.7,CS,Masters,Accepted,I,2013,3.2,149,170,319,3,TRUE
4501,The University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2018,8.34,163,163,326,5,TRUE
4502,University Of Texas At Austin,4.3,CS,PhD,Rejected,I,2018,3.5,161,159,320,4.5,TRUE
4503,UC Boulder,3.2,CS,Masters,Accepted,A,2017,3.79,155,159,314,4,TRUE
4504,SUNY Stony Brook,3.2,CS,Masters,Accepted,I,2015,3.5,150,166,316,3.5,TRUE
4505,"The University Of Virginia (UVA), University Of Illinois",3.4,CS,Masters,Accepted,I,2017,3.3,162,168,330,4,TRUE
4506,NCSU (North Carolina State University),3.1,CS,Masters,Accepted,I,2016,3.6,160,170,330,4,TRUE
4507,Princeton,4.4,CS,PhD,Rejected,I,2015,3.97,148,170,318,3,TRUE
4508,Stony Brook University (SUNY),3.2,CS,Masters,Accepted,I,2016,3.93,155,170,325,3.5,TRUE
4509,Stanford,5,CS,Masters,Accepted,I,2014,3.91,169,160,329,3.5,TRUE
4510,"The University Of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2012,3.97,158,149,307,3.5,TRUE
4511,Yale,3.7,CS,Masters,Rejected,I,2014,3.6,158,170,328,3.5,TRUE
4512,NYU,3.4,CS,PhD,Accepted,I,2013,4,158,170,328,,TRUE
4513,Carnegie Mellon University,5,CS,Masters,Rejected,A,2016,3.3,166,166,332,5,TRUE
4514,The University Of Illinois At Urbana-Champaign (UIUC),4.6,CS,PhD,Accepted,U,2018,3.9,151,168,319,3,TRUE
4515,SUNY - Stony Brook University,3.2,CS,Masters,Accepted,I,2014,3.6,159,166,325,4.5,TRUE
4516,University Of California Santa Barbara (UCSB),3.3,CS,Masters,Rejected,I,2018,3.1,162,165,327,4.5,TRUE
4517,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Rejected,I,2018,3.26,156,168,324,4,TRUE
4518,Carnegie  Mellon University (CMU),5,CS,Other,Accepted,I,2016,8.4,163,170,333,5,TRUE
4519,Massachusetts Institute Of Technology,5,CS,PhD,Rejected,I,2014,3.96,148,170,318,3,TRUE
4520,University Of Wisconsin Madison,4.1,CS,PhD,Accepted,A,2014,4,167,165,332,5.5,TRUE
4521,The University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2016,3.2,153,168,321,4,TRUE
4522,Massaaachusett Institute Of Technology (MIT),5,CS,PhD,Rejected,I,2012,3.44,150,159,309,4,TRUE
4523,Michigan State University,2.9,CS,Masters,Accepted,I,2013,3.8,160,167,327,4.5,TRUE
4524,Georgia Tech,4.4,CS,PhD,Rejected,A,2015,3.9,165,163,328,,TRUE
4525,University Of Texas At Austin,4.3,CS,PhD,Rejected,I,2018,3.94,169,154,323,3.5,TRUE
4526,"The University Of Oregon, Eugene",2.6,CS,PhD,Accepted,I,2016,3.24,156,165,321,4,TRUE
4527,The University Of Texas - Austin Texas - Austin,4.3,CS,Masters,Rejected,I,2016,3,160,166,326,4.5,TRUE
4528,UCLA,4.1,CS,PhD,Rejected,I,2015,3.8,154,170,324,4.5,TRUE
4529,University Of Chicago,3.4,CS,Masters,Rejected,U,2018,3.65,155,162,317,4.5,TRUE
4530,ैEmory University,2.3,CS,PhD,Accepted,U,2018,3.71,156,166,322,3.5,TRUE
4531,University Of Washington Seattle,4.5,CS,PhD,Rejected,I,2015,3.2,159,168,327,3.5,TRUE
4532,"University Of Texas, Austin",4.3,CS,Masters,Rejected,A,2014,3.86,170,164,334,4.5,TRUE
4533,Cornell University,4.5,CS,PhD,Rejected,A,2018,3.71,155,165,320,4,TRUE
4534,Virginia Tech,3.2,CS,PhD,Accepted,I,2013,3,142,163,305,3,TRUE
4535,UC Irvine - UCI,3.4,CS,Masters,Rejected,I,2016,3.8,150,170,320,3.5,TRUE
4536,"University Of Washington, Seattle",4.5,CS,PhD,Rejected,I,2012,3.5,150,163,313,3.5,TRUE
4537,Princeton Univerisity,4.4,CS,Masters,Rejected,I,2016,3.61,159,170,329,4,TRUE
4538,Brown University,3.6,CS,Masters,Rejected,I,2016,3.16,151,170,321,4,TRUE
4539,SUNY Stony Brook,3.2,CS,Masters,Accepted,I,2013,2.9,151,166,317,3,TRUE
4540,Columbia,4.1,CS,PhD,Rejected,A,2015,3.68,165,165,330,4,TRUE
4541,Cornell University,4.5,CS,PhD,Rejected,I,2018,3.73,148,170,318,,TRUE
4542,Ohio State University,3.4,CS,Masters,Rejected,I,2013,3.3,154,159,313,3.5,TRUE
4543,University Of Texas At Austin,4.3,CS,PhD,Rejected,A,2016,3.55,154,161,315,4,TRUE
4544,Northeastern (NEU),3,CS,Masters,Rejected,I,2017,3.46,160,161,321,4,TRUE
4545,NC State University (NCSU),3.1,CS,Masters,Accepted,I,2016,3.5,154,165,319,4.5,TRUE
4546,Stanford University,5,CS,PhD,Rejected,A,2015,3.7,160,168,328,4.5,TRUE
4547,University Of Wisconsin Madison,4.1,CS,PhD,Accepted,I,2014,3.98,156,162,318,3,TRUE
4548,UMass Amherst,3.7,CS,Masters,Accepted,A,2013,3.81,168,164,332,5.5,TRUE
4549,Brown University,3.6,CS,PhD,Rejected,I,2017,3.77,150,167,317,3,TRUE
4550,Georgia Institute Of Technology (GaTech),4.4,CS,Masters,Rejected,I,2015,3.8,162,168,330,4.5,TRUE
4551,University Of Washington,4.5,CS,PhD,Accepted,A,2013,3.9,158,170,328,4,TRUE
4552,Brown University,3.6,CS,Masters,Accepted,I,2014,4,156,165,321,4,TRUE
4553,Case Western Reserve University,5,CS,PhD,Accepted,A,2017,3.9,165,161,326,4,TRUE
4554,"University Of California, Irvine",3.4,CS,PhD,Rejected,I,2015,3.68,153,162,315,4,TRUE
4555,(Arizona State University) ASU,3.1,CS,Masters,Rejected,I,2017,3,150,161,311,4,TRUE
4556,University Of Michigan - Ann Arbor (umich),4.2,CS,Masters,Accepted,U,2013,3.87,150,170,320,4,TRUE
4557,UMass Amherst / University Of Massachusetts Amherst,3.7,CS,Masters,Accepted,I,2016,3.56,149,166,315,3.5,TRUE
4558,University Of Southern California(USC),3.7,CS,Masters,Accepted,I,2016,4,145,164,309,3,TRUE
4559,Stanford University,5,CS,Masters,Rejected,I,2015,3.97,150,168,318,4.5,TRUE
4560,UC Irvine,3.4,CS,Masters,Accepted,A,2017,3.53,156,161,317,4,TRUE
4561,University Of California San Diego (UCSD),4,CS,Masters,Rejected,I,2018,3.32,153,170,323,3.5,TRUE
4562,Stanford,5,CS,PhD,Rejected,A,2013,3.8,165,170,335,,TRUE
4563,Columbia Uniersity,4.1,CS,Masters,Rejected,I,2018,3.6,157,170,327,4,TRUE
4564,Ohio State (OSU),3.4,CS,Masters,Rejected,I,2018,3.2,154,167,321,3.5,TRUE
4565,North Carolina State University,3.1,CS,PhD,Accepted,I,2015,3.8,160,167,327,4,TRUE
4566,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Rejected,U,2016,3.99,155,170,325,4.5,TRUE
4567,"University Of California, Santa Barbara",3.3,CS,Masters,Rejected,I,2015,3.2,154,166,320,4,TRUE
4568,"University Of California, Santa Cruz",2.8,CS,Masters,Rejected,A,2015,3.3,161,158,319,4.5,TRUE
4569,University Of Washington,4.5,CS,PhD,Rejected,I,2017,3.26,150,170,320,3,TRUE
4570,"University Of Wisconsin, Madison",4.1,CS,Masters,Rejected,I,2014,4,159,165,324,4,TRUE
4571,UCSD,4,CS,Masters,Accepted,A,2014,3.72,167,167,334,4,TRUE
4572,UC Irvine,3.4,CS,Masters,Rejected,I,2015,3.48,158,168,326,4,TRUE
4573,Stanford University,5,CS,PhD,Rejected,I,2017,3.58,147,165,312,4,TRUE
4574,Yale University,3.7,CS,Masters,Rejected,A,2017,3.4,167,165,332,4.5,TRUE
4575,University Of Massachusset Amherst,3.7,CS,Masters,Rejected,I,2016,3,154,167,321,4,TRUE
4576,"University Of Massachusetts, Amherst",3.7,CS,Masters,Accepted,A,2013,3.35,167,163,330,4.5,TRUE
4577,"University Of California, Santa Barbara",3.3,CS,Masters,Rejected,I,2014,3.3,152,169,321,4,TRUE
4578,The University Of Pennsylvania,3.8,Other,Masters,Rejected,I,2018,3.65,159,169,328,4.5,TRUE
4579,Northwestern,3.4,CS,Masters,Accepted,I,2013,3.03,143,164,307,3,TRUE
4580,University Of Texas At Austin (UT Austin),4.3,CS,PhD,Rejected,I,2018,3.92,152,170,322,3,TRUE
4581,Purdue University West Lafayette,3.7,CS,Masters,Accepted,I,2017,3.66,161,170,331,4,TRUE
4582,NC State (North Carolina State),3.1,CS,PhD,Accepted,A,2018,3.73,164,168,332,5,TRUE
4583,University Of Massachusetts - Amherst (UMass),3.7,CS,PhD,Accepted,A,2013,3.94,161,166,327,5,TRUE
4584,Dartmouth College,3.1,CS,Masters,Accepted,U,2016,3.5,156,168,324,3.5,TRUE
4585,ีUniversity Of Southern California,3.7,CS,Masters,Accepted,I,2015,4,142,158,300,3,TRUE
4586,Purdue University,3.7,CS,Masters,Rejected,I,2014,3.3,161,161,322,4,TRUE
4587,University Of Minnesota - Twin Cities (UMN),3.5,CS,Masters,Rejected,I,2018,3.8,148,165,313,4,TRUE
4588,Georgia Tech (GaTech),4.4,CS,Masters,Accepted,I,2015,3.54,157,168,325,4,TRUE
4589,NYU,3.4,CS,Masters,Accepted,A,2015,3.5,145,160,305,4,TRUE
4590,State University New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,U,2016,3.24,156,165,321,4,TRUE
4591,University Of Pennsylvania,3.8,CS,Masters,Accepted,I,2012,3.52,155,169,324,3.5,TRUE
4592,Carnegie Mellon (CMU) LTI,5,CS,Masters,Rejected,I,2017,4,161,170,331,5,TRUE
4593,The University Of Arizona,3.1,CS,PhD,Rejected,I,2018,8.55,167,158,325,4,TRUE
4594,Columbia University (Fu Foundation School Of Engineering),4.1,CS,PhD,Accepted,U,2016,3.7,154,170,324,,TRUE
4595,NCSU (North Carolina State University),3.1,CS,Masters,Rejected,I,2018,8.53,165,167,332,4,TRUE
4596,Carnegie Mellon University,5,CS,Masters,Rejected,A,2013,3.5,163,170,333,,TRUE
4597,(SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2018,3.3,151,168,319,4,TRUE
4598,UCLA,4.1,CS,PhD,Rejected,I,2015,3.8,154,170,324,4.5,TRUE
4599,Rice University,3.7,CS,PhD,Rejected,A,2014,3.86,157,156,313,4,TRUE
4600,Carnagie Mellon University,5,CS,Masters,Rejected,I,2016,3.8,153,164,317,4.5,TRUE
4601,"University Of California, San Diego",4,CS,Masters,Accepted,I,2014,3.68,166,162,328,3,TRUE
4602,Virginia Tech,3.2,CS,Masters,Accepted,A,2014,3.74,170,170,340,4,TRUE
4603,"University Of Wisconsin, Madison",4.1,CS,Masters,Rejected,A,2017,3.59,167,159,326,5,TRUE
4604,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Accepted,I,2017,3.66,161,170,331,4,TRUE
4605,UC Irvine (UCI),3.4,CS,Masters,Accepted,A,2018,3.77,164,161,325,4,TRUE
4606,Columbia,4.1,CS,Masters,Accepted,A,2015,3.2,157,160,317,,TRUE
4607,University Of Utah,3.1,CS,PhD,Rejected,I,2015,3.14,145,165,310,3,TRUE
4608,"UCSD University Of California, San Diego",4,CS,Masters,Accepted,I,2016,3.6,151,170,321,3,TRUE
4609,Cornell,4.5,CS,PhD,Rejected,I,2015,3.81,170,170,340,5,TRUE
4610,Duke University,3.6,CS,PhD,Rejected,I,2015,3.26,157,169,326,3,TRUE
4611,University Of California Berkeley,5,CS,PhD,Rejected,A,2014,2.5,163,160,323,5,TRUE
4612,San Diego UCSD,4,CS,Masters,Rejected,I,2018,3.78,164,165,329,4,TRUE
4613,Northeastern (NEU) Boston,3,CS,Masters,Accepted,I,2017,3.7,162,161,323,4.5,TRUE
4614,Boston University (BU),3,CS,PhD,Accepted,I,2016,3.58,158,170,328,4,TRUE
4615,Harvard (GSAS),4,CS,Masters,Accepted,I,2018,3.92,163,170,333,4,TRUE
4616,UCLA,4.1,CS,Masters,Accepted,I,2015,4,156,170,326,3.5,TRUE
4617,Cornell University,4.5,CS,Masters,Accepted,A,2013,4,163,168,331,5,TRUE
4618,TAMU (Texas A & M University) College Station,3.1,CS,Masters,Rejected,I,2017,3.2,159,164,323,4,TRUE
4619,Carnegie Mellon  University (CMU),5,CS,Masters,Rejected,U,2017,3.93,162,170,332,4,TRUE
4620,Florida State University,2.3,CS,Masters,Accepted,I,2015,3.83,142,161,303,3,TRUE
4621,"School Of Computer Science, Georgia Institute Of Technology",4.4,CS,PhD,Accepted,I,2016,3.7,156,170,326,3.5,TRUE
4622,University Of Southern California,3.7,CS,PhD,Accepted,I,2014,3.75,154,170,324,3,TRUE
4623,University Of Wisconsin-Madison,4.1,CS,PhD,Accepted,A,2013,3.6,170,164,334,4.5,TRUE
4624,Dartmouth College,3.1,CS,Masters,Accepted,A,2015,3.3,160,162,322,4.5,TRUE
4625,Oregon State,2.5,CS,Masters,Rejected,A,2013,3.93,155,157,312,4,TRUE
4626,"University Of California, Irvine (UCI)",3.4,CS,PhD,Accepted,I,2014,3.5,154,168,322,3.5,TRUE
4627,University Of Texas Austin,4.3,CS,Masters,Rejected,I,2015,3.6,161,170,331,4,TRUE
4628,University Of California Santa Barbara (UCSB),3.3,CS,Masters,Rejected,I,2015,3.72,155,167,322,4,TRUE
4629,The University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.7,154,164,318,4,TRUE
4630,University Of Texas At Austin,4.3,CS,PhD,Accepted,A,2018,3.9,166,160,326,5,TRUE
4631,New York Univeristy (NYU GSAS),3.4,CS,Masters,Rejected,I,2018,3.66,150,170,320,,TRUE
4632,University Of Virginia,3.4,CS,PhD,Rejected,I,2015,2.7,148,166,314,3.5,TRUE
4633,University Of Kansas,2.2,CS,PhD,Accepted,A,2014,3.45,158,162,320,5,TRUE
4634,Cornell Unviversity,4.5,CS,PhD,Rejected,U,2013,3.77,154,163,317,,TRUE
4635,CMU,5,CS,Masters,Accepted,I,2015,3,143,154,297,3,TRUE
4636,Clarkson University,5,CS,PhD,Accepted,I,2017,3.75,150,159,309,4,TRUE
4637,Princeton University,4.4,CS,PhD,Rejected,A,2017,4,168,169,337,5.5,TRUE
4638,University Of California Berkeley,5,CS,Masters,Rejected,A,2014,3.5,150,162,312,5,TRUE
4639,(Arizona State University) ASU,3.1,CS,PhD,Accepted,I,2017,3.77,150,167,317,3,TRUE
4640,University Of Southern California (USC),3.7,CS,Masters,Accepted,U,2015,3.98,161,164,325,3.5,TRUE
4641,NCSU North Carolina State University,3.1,CS,Masters,Rejected,I,2016,4,157,169,326,5.5,TRUE
4642,New York Univeristy (NYU GSAS),3.4,CS,Masters,Accepted,A,2018,3.87,169,166,335,4,TRUE
4643,UMass Amherst,3.7,CS,Masters,Accepted,I,2015,3.44,162,163,325,4.5,TRUE
4644,The University Of Wisconsin Madison,4.1,CS,Masters,Accepted,I,2016,3.8,157,167,324,3.5,TRUE
4645,University Of California Riverside,2.7,CS,PhD,Accepted,A,2016,3.79,155,160,315,4.5,TRUE
4646,Northeastern University,3,CS,Masters,Accepted,A,2014,3.8,158,154,312,5,TRUE
4647,UCSD,4,CS,PhD,Accepted,I,2017,3.98,152,170,322,3,TRUE
4648,UCSB,3.3,CS,Masters,Rejected,I,2014,3.88,152,164,316,2.5,TRUE
4649,University Of Wisconsin-Madison,4.1,CS,Masters,Accepted,U,2015,3.98,161,164,325,3.5,TRUE
4650,The University Of California - Santa Barbara (UCSB),3.3,CS,Masters,Rejected,I,2018,3.52,170,154,324,3,TRUE
4651,The University Of Michigan - Ann Arbor,4.2,CS,PhD,Accepted,I,2016,3.98,160,170,330,5,TRUE
4652,"University Of Wisconsin, Madison",4.1,CS,PhD,Accepted,I,2015,3.82,154,168,322,4,TRUE
4653,Rochester Institute Of Technology,2.5,CS,Masters,Accepted,I,2015,3.5,150,166,316,3.5,TRUE
4654,Columbia University,4.1,CS,Masters,Accepted,U,2016,3.92,164,164,328,4,TRUE
4655,University Of Washington,4.5,CS,PhD,Rejected,I,2013,3.83,159,170,329,4,TRUE
4656,UC Berkeley,5,CS,PhD,Rejected,I,2015,3.87,155,170,325,3,TRUE
4657,University Of Washington,4.5,CS,PhD,Rejected,A,2014,3.96,162,162,324,5.5,TRUE
4658,"""University Of Washington",4.5,CS,PhD,Rejected,A,2016,3.89,162,170,332,5,TRUE
4659,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Accepted,I,2013,3.76,168,170,338,3.5,TRUE
4660,MIT,5,CS,PhD,Rejected,U,2016,4,160,167,327,5,TRUE
4661,The University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2017,3.5,159,168,327,4.5,TRUE
4662,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2014,3.5,154,167,321,4.5,TRUE
4663,NCSU (North Carolina State University),3.1,CS,Masters,Accepted,I,2018,8.73,153,167,320,4,TRUE
4664,UC Irvine (UCI),3.4,CS,Masters,Accepted,I,2018,3.25,156,168,324,4,TRUE
4665,"University Of Wisconsin, Madison",4.1,CS,Masters,Rejected,I,2015,3.9,156,168,324,4,TRUE
4666,"University Of Maryland, College Park",4,CS,Masters,Rejected,I,2015,3.91,153,166,319,4,TRUE
4667,Cornell,4.5,CS,PhD,Rejected,U,2016,3.5,149,170,319,3,TRUE
4668,North Carolina Sate University (NCSU),3.1,CS,Masters,Rejected,I,2017,3.56,163,170,333,4.5,TRUE
4669,Arizona State University,3.1,CS,Masters,Accepted,A,2016,3.68,161,168,329,4,TRUE
4670,Penn State,3.4,CS,PhD,Rejected,A,2015,3.72,159,163,322,4.5,TRUE
4671,Yale University,3.7,CS,Masters,Rejected,A,2018,3.75,159,161,320,,TRUE
4672,"University Of Wisconsin, Madison",4.1,CS,PhD,Rejected,U,2016,3.71,161,160,321,4,TRUE
4673,University Of Southern California,3.7,CS,PhD,Accepted,I,2014,3.92,155,168,323,3.5,TRUE
4674,Stony Brook University,3.2,CS,Masters,Accepted,I,2015,3.75,147,170,317,3,TRUE
4675,NYU Tandon,3.4,CS,Masters,Accepted,I,2018,3.5,155,164,319,4,TRUE
4676,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Accepted,I,2016,3.59,166,167,333,5,TRUE
4677,Indiana University,2.9,CS,PhD,Accepted,A,2014,3.4,167,160,327,6,TRUE
4678,UC Irvine (UCI),3.4,CS,PhD,Accepted,I,2017,3.7,147,162,309,3,TRUE
4679,The University Of Illinois At Urbana-Champaign  UIUC,4.6,CS,Masters,Rejected,I,2016,9.1,162,165,327,4,TRUE
4680,UC San Diego (UCSD),4,CS,Masters,Accepted,I,2016,3.4,150,166,316,3,TRUE
4681,University Of California San Deigo (UCSD),4,CS,Masters,Accepted,I,2016,3.9,153,170,323,3.5,TRUE
4682,University Of Washington,4.5,CS,PhD,Rejected,I,2015,3.46,145,154,299,3.5,TRUE
4683,University Of California Riverside,2.7,CS,PhD,Accepted,U,2013,3.5,144,163,307,3.5,TRUE
4684,University Of Chicago,3.4,CS,Masters,Accepted,I,2017,4,162,170,332,4,TRUE
4685,Indiana University Bloomington,2.9,CS,Masters,Accepted,I,2013,3,149,166,315,3,TRUE
4686,University Of Utah,3.1,CS,PhD,Accepted,U,2012,3.6,162,168,330,4.5,TRUE
4687,Northeastern University,3,CS,PhD,Rejected,I,2014,3,165,170,335,4,TRUE
4688,Columbia  University,4.1,CS,Masters,Accepted,I,2018,3.3,169,170,339,4.5,TRUE
4689,Illinois At Urbana Champaign (UIUC),4.6,CS,Masters,Rejected,I,2018,3.93,166,168,334,5,TRUE
4690,Columbia University (FFSEAS),4.1,CS,Masters,Accepted,I,2018,8.8,162,168,330,5,TRUE
4691,"(University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Accepted,A,2018,3.22,163,166,329,4.5,TRUE
4692,SUNY Stony Brook,3.2,CS,PhD,Accepted,I,2014,3.51,150,165,315,3.5,TRUE
4693,University Of Pennsylvania,3.8,CS,Masters,Accepted,I,2016,3.9,155,170,325,4,TRUE
4694,Stanford University,5,CS,PhD,Rejected,A,2015,3.8,153,170,323,3.5,TRUE
4695,Indiana  University (Bloomington),2.9,CS,Masters,Accepted,I,2018,3.2,152,170,322,3.5,TRUE
4696,Clemson University,2.3,CS,Masters,Accepted,I,2017,3.5,158,163,321,5,TRUE
4697,Columbia  University (Fu Foundation),4.1,CS,Masters,Rejected,A,2016,3.6,164,164,328,4,TRUE
4698,Purdue University,3.7,CS,Masters,Rejected,I,2015,3.2,157,167,324,5,TRUE
4699,UC Irvine,3.4,CS,PhD,Accepted,A,2015,3.62,165,163,328,5,TRUE
4700,UCSB,3.3,CS,Masters,Rejected,U,2015,3.83,153,166,319,3,TRUE
4701,The University Of Illinois At Chicago (UIC),2.6,CS,PhD,Accepted,U,2016,3.2,170,145,315,3,TRUE
4702,Stanford University,5,CS,Masters,Rejected,I,2015,3.84,157,169,326,4,TRUE
4703,Stanford Univerisity,5,CS,Masters,Rejected,A,2016,4,159,166,325,4.5,TRUE
4704,Columbia  University (Fu Foundation),4.1,CS,Masters,Accepted,I,2017,3.7,157,163,320,4,TRUE
4705,University Of Southern California,3.7,CS,Masters,Rejected,I,2017,3,149,168,317,3,TRUE
4706,Stanford University,5,CS,Masters,Rejected,I,2015,3.88,157,168,325,4,TRUE
4707,"UCSD (University Of California, San Diego)",4,CS,Masters,Rejected,I,2018,3.7,158,165,323,4.5,TRUE
4708,State University New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,I,2016,3.5,162,170,332,3,TRUE
4709,Northwestern University,3.4,CS,PhD,Rejected,I,2013,3.92,154,165,319,3.5,TRUE
4710,Georgia Tech,4.4,CS,Masters,Accepted,A,2014,3.6,167,163,330,4.5,TRUE
4711,University Of Minnesota - Twin Cities,3.5,CS,PhD,Accepted,I,2015,3.58,152,170,322,3,TRUE
4712,Carnegie Mellon Univeristy (CMU),5,CS,Masters,Rejected,I,2018,3.75,162,167,329,4,TRUE
4713,Syracuse University,2.5,CS,Masters,Rejected,I,2015,3.5,146,162,308,4,TRUE
4714,(SUNY) Stony Brook,3.2,CS,PhD,Accepted,U,2018,3.6,161,170,331,4,TRUE
4715,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,A,2014,3.5,162,150,312,5,TRUE
4716,Stanford,5,CS,PhD,Rejected,A,2013,3.66,169,166,335,4.5,TRUE
4717,"University Of California, Riverside",2.7,CS,PhD,Accepted,A,2015,3.7,166,167,333,4,TRUE
4718,Northeastern University (NEU),3,CS,Masters,Accepted,I,2016,3.29,159,170,329,3,TRUE
4719,CMU,5,CS,PhD,Rejected,I,2016,3.82,170,159,329,4.5,TRUE
4720,Oregon State U Corvallis,2.5,CS,PhD,Rejected,A,2018,3.79,163,159,322,4,TRUE
4721,Columbia University (FFSEAS),4.1,CS,PhD,Rejected,A,2017,3.4,166,165,331,4.5,TRUE
4722,Stanford University,5,CS,Masters,Rejected,I,2016,3.9,164,170,334,5.5,TRUE
4723,Stanford University,5,CS,PhD,Rejected,I,2014,4,154,164,318,4,TRUE
4724,University Of California Santa Cruz (UCSC),2.8,CS,PhD,Accepted,A,2017,3.84,170,165,335,5.5,TRUE
4725,Stanford,5,CS,PhD,Accepted,A,2014,3.7,160,164,324,5.5,TRUE
4726,University Of Michigan Ann Arbor (UMich),4.2,CS,PhD,Accepted,A,2016,3.88,170,168,338,5,TRUE
4727,Georgia Institute Of Technology (Gatech),4.4,CS,PhD,Accepted,U,2013,3.8,167,169,336,5,TRUE
4728,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2016,3.9,162,165,327,5,TRUE
4729,Columbia University,4.1,CS,Masters,Rejected,A,2012,3.5,158,163,321,4.5,TRUE
4730,Carnagie Mellon University (CMU),5,CS,PhD,Rejected,I,2017,3.61,162,165,327,4,TRUE
4731,Rutgers (State University Of New Jersey) New Brunswick,3.3,CS,Masters,Rejected,I,2017,3,162,165,327,4,TRUE
4732,NC State University (NCSU),3.1,CS,Masters,Accepted,I,2016,3.7,156,170,326,3.5,TRUE
4733,Georgia Tech,4.4,CS,Masters,Rejected,I,2012,3.11,142,168,310,3,TRUE
4734,Princeton University,4.4,CS,PhD,Accepted,A,2018,3.95,168,170,338,5,TRUE
4735,Cornell  University,4.5,CS,PhD,Rejected,A,2018,3.77,166,164,330,4,TRUE
4736,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2015,3.46,145,154,299,3.5,TRUE
4737,SUNY Stony Brook,3.2,CS,Masters,Accepted,I,2013,3.35,142,166,308,3.5,TRUE
4738,Cornell  University,4.5,CS,Masters,Rejected,I,2018,3.5,150,169,319,3,TRUE
4739,The University Of Massachusetts Amherst (UMass),3.7,CS,PhD,Rejected,I,2016,3.74,154,163,317,3.5,TRUE
4740,NYU,3.4,CS,PhD,Rejected,A,2014,3.33,157,170,327,4,TRUE
4741,Carnegie Mellon University,5,CS,Masters,Rejected,I,2016,3.8,166,168,334,4,TRUE
4742,"Ùniversity Of California, Irvine",3.4,CS,PhD,Accepted,I,2017,3.9,154,168,322,3.5,TRUE
4743,Stanford Univerisity,5,CS,PhD,Rejected,I,2016,3.95,154,170,324,4.5,TRUE
4744,Brown University,3.6,CS,Masters,Accepted,I,2015,3.4,155,165,320,4,TRUE
4745,"""University Of Washington Seattle",4.5,CS,PhD,Rejected,I,2017,3.8,150,165,315,4,TRUE
4746,UT AUSTIN,4.3,CS,PhD,Rejected,I,2013,3.6,163,170,333,4,TRUE
4747,Brown University,3.6,CS,Masters,Accepted,I,2013,3.1,169,159,328,4,TRUE
4748,Stanford University,5,CS,Masters,Accepted,I,2013,3.76,170,150,320,3,TRUE
4749,University Of Wisconsin Madison,4.1,CS,PhD,Rejected,I,2016,3.74,163,154,317,3.5,TRUE
4750,University Of Pennsylvania (UPenn),3.8,Other,Masters,Rejected,A,2015,3.73,156,158,314,5.5,TRUE
4751,Yale University,3.7,CS,PhD,Accepted,I,2015,3.5,146,168,314,3,TRUE
4752,University Of California Berkeley,5,CS,PhD,Rejected,A,2015,3.4,168,166,334,6,TRUE
4753,University Of Oregon,2.6,CS,PhD,Accepted,A,2017,3.94,163,161,324,4,TRUE
4754,University Of Maryland - College Park,4,CS,PhD,Accepted,A,2015,3.62,165,163,328,5,TRUE
4755,University Of Massachusetts (UMass Amherst),3.7,CS,Masters,Accepted,A,2017,3.59,159,167,326,5,TRUE
4756,Unitersity Of Texas Austin (UT Austin),4.3,CS,PhD,Rejected,A,2017,4,164,167,331,4.5,TRUE
4757,Stanford,5,CS,PhD,Rejected,A,2015,3.7,164,166,330,4,TRUE
4758,Rice University,3.7,CS,Masters,Accepted,I,2017,3.4,159,164,323,4,TRUE
4759,UCLA,4.1,CS,PhD,Rejected,U,2017,3.9,162,166,328,5,TRUE
4760,Yale University,3.7,CS,Masters,Rejected,I,2018,3.46,154,170,324,3.5,TRUE
4761,Cornell University,4.5,CS,PhD,Rejected,I,2018,3.78,153,167,320,3.5,TRUE
4762,Princeton Unversity,4.4,CS,PhD,Rejected,A,2012,3.5,161,159,320,4,TRUE
