id,university,ranking, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
5278,"University Of California, Irvine",3.4,CS,Masters,Rejected,I,2015,3.83,142,161,303,3,TRUE
5279,University of Chicago,3.4,CS,Masters,Accepted,A,2012,3.64,159,160,319,5.5,TRUE
5280,Princeton University,4.4,CS,Masters,Rejected,I,2015,3.65,169,150,319,3,TRUE
5281,Clemson University,2.3,CS,PhD,Accepted,A,2016,3.8,161,167,328,4,TRUE
5282,Columbia University,4.1,CS,Masters,Rejected,I,2018,3.63,163,163,326,4,TRUE
5283,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,U,2017,4,160,167,327,4,TRUE
5284,"University Of Minnesota, Twin Cities",3.5,CS,PhD,Accepted,A,2013,3.9,159,164,323,4.5,TRUE
5285,University Of Southern California (USC),3.7,CS,PhD,Rejected,U,2013,3.44,150,160,310,4,TRUE
5286,Purdue University,3.7,CS,Masters,Accepted,A,2015,3.5,145,160,305,4,TRUE
5287,Harvard University,4,CS,PhD,Rejected,U,2017,3.98,165,170,335,4,TRUE
5288,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2015,3.84,162,168,330,4,TRUE
5289,University of Notre Dame,2.8,CS,PhD,Accepted,U,2014,3.3,167,158,325,3,TRUE
5290,Rutgers Univeresity,3.3,CS,PhD,Accepted,U,2018,4,151,166,317,3.5,TRUE
5291,University Of Washington,4.5,CS,PhD,Accepted,I,2015,3.86,143,167,310,3,TRUE
5292,University of Notre Dame,2.8,CS,PhD,Rejected,I,2018,3.76,146,162,308,3,TRUE
5293,Arizona State University (ASU),3.1,CS,Masters,Accepted,I,2017,3.2,160,164,324,3,TRUE
5294,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Accepted,U,2013,3.87,150,170,320,4,TRUE
5295,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Rejected,A,2017,3.9,158,164,322,5.5,TRUE
5296,"University of California, Davis",3.3,CS,Masters,Accepted,I,2017,3.52,157,170,327,5,TRUE
5297,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2014,3.55,151,164,315,3.5,TRUE
5298,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2015,3.5,170,152,322,3,TRUE
5299,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,A,2016,3.3,166,166,332,5,TRUE
5300,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2016,3.7,153,167,320,3.5,TRUE
5301,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.86,159,170,329,4,TRUE
5302,"University of California, Davis",3.3,CS,PhD,Accepted,I,2017,3.9,162,166,328,5,TRUE
5303,Purdue University,3.7,CS,Masters,Rejected,I,2015,3.8,154,164,318,3.5,TRUE
5304,University of Texas at Austin,4.3,CS,PhD,Accepted,I,2018,3.86,170,160,330,3.5,TRUE
5305,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.53,157,169,326,4,TRUE
5306,"University Of California, Berkeley",5,CS,Masters,Rejected,A,2014,3.9,160,170,330,5,TRUE
5307,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,I,2013,3.8,149,160,309,3,TRUE
5308,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,A,2013,3.84,160,164,324,5,TRUE
5309,Columbia University,4.1,CS,Masters,Accepted,I,2018,3.81,157,170,327,4,TRUE
5310,Rutgers Univeresity,3.3,CS,PhD,Accepted,U,2018,3.8,163,168,331,4,TRUE
5311,"University Of California, Berkeley",5,CS,Masters,Rejected,U,2015,3.83,156,164,320,2.5,TRUE
5312,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2014,3.72,151,163,314,5,TRUE
5313,Cornell University,4.5,CS,Masters,Accepted,A,2017,3.41,161,168,329,6,TRUE
5314,Columbia University,4.1,CS,Masters,Accepted,U,2017,3.73,156,170,326,4,TRUE
5315,New York University (NYU),3.4,CS,Masters,Accepted,I,2016,3.5,165,154,319,4,TRUE
5316,University of Texas at Austin,4.3,CS,Masters,Rejected,A,2018,3.76,154,167,321,4,TRUE
5317,Clarkson University,5,CS,PhD,Accepted,I,2017,3.75,150,159,309,4,TRUE
5318,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2015,3.58,152,170,322,3,TRUE
5319,"University Of California, Riverside",2.7,CS,PhD,Rejected,I,2015,3.57,145,154,299,3.5,TRUE
5320,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2015,3.75,153,157,310,3,TRUE
5321,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,U,2014,3.67,154,169,323,3.5,TRUE
5322,Purdue University,3.7,CS,Masters,Accepted,I,2015,3.8,161,169,330,3,TRUE
5323,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,Masters,Accepted,I,2017,3.5,163,158,321,5,TRUE
5324,University of Utah,3.1,CS,PhD,Accepted,A,2018,3.69,161,166,327,4.5,TRUE
5325,Columbia University,4.1,CS,PhD,Rejected,I,2015,3.8,162,158,320,3.5,TRUE
5326,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2012,3.1,167,146,313,4,TRUE
5327,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2014,3.8,170,158,328,4,TRUE
5328,"University Of California, San Diego (UCSD)",4,CS,PhD,Accepted,A,2017,3.93,162,165,327,5,TRUE
5329,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2015,3.74,154,166,320,3.5,TRUE
5330,Stanford University,5,CS,PhD,Rejected,A,2018,3.9,165,170,335,5,TRUE
5331,Ohio State University (OSU),3.4,CS,PhD,Accepted,U,2017,3.7,163,166,329,3.5,TRUE
5332,University of Chicago,3.4,CS,PhD,Rejected,A,2014,3.5,159,170,329,3.5,TRUE
5333,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,A,2018,3.84,159,164,323,5,TRUE
5334,University Of Washington,4.5,CS,PhD,Accepted,A,2018,3.77,167,170,337,4,TRUE
5335,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Accepted,I,2012,3.3,155,167,322,3.5,TRUE
5336,University Of Maryland,4,CS,Masters,Accepted,A,2012,3.73,163,164,327,5,TRUE
5337,Stanford University,5,CS,Masters,Rejected,I,2017,3.95,165,165,330,4,TRUE
5338,Cornell University,4.5,CS,PhD,Rejected,I,2017,3.93,166,168,334,5,TRUE
5339,Duke University,3.6,CS,PhD,Rejected,I,2013,3.4,154,165,319,3,TRUE
5340,Columbia University,4.1,CS,Masters,Rejected,I,2015,3.13,160,169,329,4,TRUE
5341,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,U,2015,3.93,163,170,333,5,TRUE
5342,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2016,3.91,154,163,317,4.5,TRUE
5343,New York University (NYU),3.4,CS,PhD,Rejected,A,2014,3.33,157,170,327,4,TRUE
5344,University of Pennsylvania (UPenn),3.8,CS,Masters,Accepted,I,2015,3.6,159,166,325,4,TRUE
5345,"University Of California, Berkeley",5,CS,Masters,Accepted,I,2016,3.9,164,170,334,5.5,TRUE
5346,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.89,152,168,320,4,TRUE
5347,University Of Washington,4.5,CS,Masters,Rejected,I,2017,3.44,159,168,327,5,TRUE
5348,Purdue University,3.7,CS,PhD,Rejected,I,2013,3.8,168,154,322,4.5,TRUE
5349,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2015,3.42,159,159,318,4,TRUE
5350,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,I,2018,3.55,149,163,312,3,TRUE
5351,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2013,3.72,160,168,328,5,TRUE
5352,Boston University,4,CS,PhD,Rejected,A,2018,3.6,163,165,328,4.5,TRUE
5353,The University Of Arizona,3.1,CS,Masters,Rejected,A,2018,3.5,157,162,319,4,TRUE
5354,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Accepted,I,2014,3.7,162,168,330,4,TRUE
5355,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2015,3.94,145,170,315,3,TRUE
5356,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Rejected,A,2015,3.93,160,165,325,3.5,TRUE
5357,Columbia University,4.1,CS,Masters,Rejected,U,2015,3.27,155,164,319,3,TRUE
5358,Stanford University,5,CS,PhD,Rejected,I,2018,3.75,162,170,332,4,TRUE
5359,University of Florida (UF),3,CS,Masters,Rejected,I,2014,3.88,157,165,322,3.5,TRUE
5360,"University Of California, San Diego (UCSD)",4,CS,PhD,Accepted,I,2016,3.73,152,170,322,4,TRUE
5361,University of Notre Dame,2.8,CS,Masters,Rejected,I,2014,3.3,152,170,322,4,TRUE
5362,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,U,2018,4,151,166,317,3.5,TRUE
5363,University of Texas at Austin,4.3,CS,Masters,Rejected,U,2015,3.94,144,168,312,3,TRUE
5364,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2018,3.7,165,167,332,5,TRUE
5365,State University of New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,U,2016,3.24,156,165,321,4,TRUE
5366,North Carolina State University,3.1,CS,Masters,Accepted,I,2018,3.5,167,157,324,3.5,TRUE
5367,University Of Washington,4.5,CS,PhD,Rejected,I,2017,3.26,150,170,320,3,TRUE
5368,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2015,3.78,166,153,319,3,TRUE
5369,Harvard University,4,CS,Masters,Rejected,I,2018,3.94,160,162,322,4,TRUE
5370,Clemson University,2.3,CS,PhD,Accepted,I,2018,2.94,147,165,312,3,TRUE
5371,Pennsylvania State University (Penn State),3.4,CS,Masters,Rejected,I,2017,3.12,150,169,319,3,TRUE
5372,Boston University,3,CS,Masters,Accepted,I,2017,2.9,164,170,334,5,TRUE
5373,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2014,3.9,165,169,334,4.5,TRUE
5374,University of Florida (UF),3,CS,Masters,Accepted,U,2017,3.78,146,170,316,4,TRUE
5375,New York University (NYU),3.4,CS,Masters,Accepted,A,2018,4,167,163,330,4,TRUE
5376,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2014,3.5,154,167,321,4.5,TRUE
5377,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2017,4,162,168,330,4.5,TRUE
5378,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2013,3.6,146,166,312,3,TRUE
5379,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,I,2016,3.93,158,170,328,4,TRUE
5380,University Of Washington,4.5,CS,Masters,Accepted,U,2017,3.2,165,164,329,4,TRUE
5381,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Rejected,I,2016,3.2,149,165,314,3,TRUE
5382,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.3,156,165,321,5,TRUE
5383,Princeton University,4.4,CS,Masters,Rejected,A,2018,3.75,159,161,320,3.5,TRUE
5384,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,A,2014,4,170,169,339,6,TRUE
5385,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Rejected,A,2018,3.69,170,165,335,4.5,TRUE
5386,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2017,3.15,155,168,323,3.5,TRUE
5387,"University Of Minnesota, Twin Cities",3.5,CS,Masters,Accepted,U,2015,3.94,144,168,312,3,TRUE
5388,Rice University,3.7,CS,Masters,Accepted,A,2017,3.97,167,170,337,5,TRUE
5389,University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2017,3.7,154,160,314,4,TRUE
5390,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2015,3.85,152,169,321,3,TRUE
5391,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2015,3.6,161,170,331,4,TRUE
5392,Stanford University,5,CS,Masters,Rejected,U,2014,3.75,165,160,325,4.5,TRUE
5393,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2017,3.7,161,150,311,3,TRUE
5394,University Of Washington,4.5,CS,PhD,Accepted,A,2017,3.85,167,168,335,4,TRUE
5395,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2015,3.95,163,168,331,3.5,TRUE
5396,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,A,2015,3.68,165,165,330,4,TRUE
5397,Florida State Univeristy,2.3,CS,PhD,Accepted,I,2018,3.76,146,162,308,3,TRUE
5398,Northeastern University (NEU),3,CS,PhD,Accepted,I,2017,3.91,152,170,322,3,TRUE
5399,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,I,2015,3.9,162,168,330,4,TRUE
5400,"University Of California, Berkeley",5,CS,PhD,Accepted,A,2018,3.8,164,170,334,5,TRUE
5401,University of Utah,3.1,CS,PhD,Rejected,I,2015,3.56,147,166,313,4,TRUE
5402,University of Florida (UF),3,CS,PhD,Accepted,I,2014,3.87,152,170,322,3.5,TRUE
5403,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2018,3.5,152,170,322,3,TRUE
5404,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2016,3.8,156,164,320,3.5,TRUE
5405,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Rejected,A,2018,4,159,169,328,4.5,TRUE
5406,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.7,158,165,323,4.5,TRUE
5407,"University of California, Santa Cruz (UCSC)",2.8,CS,PhD,Rejected,I,2014,3.1,152,168,320,3,TRUE
5408,Northeastern University (NEU),3,CS,Masters,Accepted,I,2018,3.75,161,169,330,5,TRUE
5409,North Carolina State University,3.1,CS,Masters,Accepted,I,2015,2.7,166,170,336,3.5,TRUE
5410,University of Texas at Austin,4.3,CS,PhD,Rejected,I,2018,3.8,155,168,323,3.5,TRUE
5411,Arizona State University (ASU),3.1,CS,Masters,Accepted,A,2018,2.76,161,158,319,4,TRUE
5412,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.4,147,170,317,3.5,TRUE
5413,Stanford University,5,CS,PhD,Rejected,A,2018,3.69,161,166,327,4.5,TRUE
5414,Syracuse University,2.5,CS,Masters,Accepted,U,2017,3.6,152,168,320,3.5,TRUE
5415,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Accepted,I,2017,4,159,168,327,5,TRUE
5416,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,A,2014,3.85,160,152,312,5.5,TRUE
5417,University Of Washington,4.5,CS,PhD,Rejected,I,2015,3.7,154,168,322,4.5,TRUE
5418,Columbia University,4.1,CS,Masters,Accepted,I,2017,3.72,170,168,338,4,TRUE
5419,University of Chicago,3.4,CS,Masters,Rejected,I,2016,3.5,157,164,321,3,TRUE
5420,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2017,3.25,155,161,316,4.5,TRUE
5421,Stanford University,5,CS,Masters,Rejected,I,2017,4,167,163,330,4.5,TRUE
5422,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,I,2017,3.75,158,170,328,4,TRUE
5423,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,U,2018,3.9,160,169,329,3.5,TRUE
5424,University of Texas at Austin,4.3,CS,Masters,Accepted,A,2015,3.93,160,165,325,3.5,TRUE
5425,"University Of California, Irvine",3.4,CS,Masters,Accepted,A,2018,3.77,164,161,325,4,TRUE
5426,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2018,3.9,155,169,324,3.5,TRUE
5427,Stanford University,5,CS,PhD,Rejected,U,2013,3.8,167,169,336,5,TRUE
5428,Arizona State University (ASU),3.1,CS,PhD,Accepted,I,2017,3.8,155,170,325,4,TRUE
5429,University of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,U,2014,3.7,163,170,333,4.5,TRUE
5430,"University of Massachusetts, Amherst (UMass)",3.7,CS,PhD,Rejected,A,2015,3.93,160,165,325,3.5,TRUE
5431,"University Of California, Riverside",2.7,CS,PhD,Rejected,I,2013,3.65,145,158,303,3,TRUE
5432,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2016,3.75,163,170,333,4.5,TRUE
5433,Stanford University,5,CS,Masters,Rejected,A,2015,3.63,166,161,327,4,TRUE
5434,Texas A&M,3.1,CS,Masters,Rejected,I,2017,3.2,159,164,323,4,TRUE
5435,University of Utah,3.1,CS,Masters,Accepted,I,2016,3.63,156,158,314,4.5,TRUE
5436,New York University (NYU),3.4,CS,Masters,Rejected,I,2018,3.6,157,166,323,4,TRUE
5437,University of Chicago,3.4,CS,Masters,Accepted,U,2015,3.8,166,161,327,3,TRUE
5438,University of Utah,3.1,CS,Masters,Accepted,I,2015,3.65,151,162,313,4,TRUE
5439,"University Of California, Santa Barbara (UCSB)",3.3,CS,PhD,Rejected,I,2018,4,161,168,329,4,TRUE
5440,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,I,2014,3.8,166,157,323,4,TRUE
5441,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,I,2016,3.8,170,165,335,5,TRUE
5442,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2016,3.62,158,167,325,3,TRUE
5443,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2013,3.2,152,163,315,3,TRUE
5444,Cornell University,4.5,CS,Masters,Accepted,A,2012,3.73,163,164,327,5,TRUE
5445,Princeton University,4.4,CS,Masters,Accepted,A,2017,3.8,161,165,326,5,TRUE
5446,University Of Maryland,4,CS,PhD,Accepted,U,2018,3.89,153,170,323,3,TRUE
5447,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Rejected,A,2018,3.67,163,167,330,4,TRUE
5448,University of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,I,2018,3.51,164,165,329,4.5,TRUE
5449,"University Of Colorado, Boulder",3.2,CS,Masters,Rejected,I,2018,3.63,159,169,328,4.5,TRUE
5450,"University Of California, Irvine",3.4,CS,PhD,Accepted,I,2016,3.72,155,169,324,3.5,TRUE
5451,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,I,2018,3.94,159,168,327,4.5,TRUE
5452,University Of Wisconsin - Madison,4.1,CS,PhD,Rejected,I,2012,4,146,166,312,3.5,TRUE
5453,Texas A&M,3.1,CS,Masters,Accepted,I,2016,3.7,160,170,330,3.5,TRUE
5454,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2015,3.35,160,170,330,4.5,TRUE
5455,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,A,2018,4,157,169,326,4.5,TRUE
5456,North Carolina State University,3.1,CS,Masters,Rejected,I,2018,3.72,155,161,316,4.5,TRUE
5457,Duke University,3.6,CS,PhD,Accepted,I,2013,3.6,169,154,323,3.5,TRUE
5458,Columbia University,4.1,CS,Masters,Rejected,U,2016,3.7,158,161,319,4,TRUE
5459,New York University (NYU),3.4,CS,Masters,Accepted,I,2018,3.8,157,167,324,4.5,TRUE
5460,Dartmouth College,3.1,CS,Masters,Rejected,I,2013,3.95,150,170,320,3,TRUE
5461,Stanford University,5,CS,Masters,Accepted,A,2014,3.83,160,170,330,5,TRUE
5462,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.94,163,168,331,4.5,TRUE
5463,"University Of California, Berkeley",5,CS,PhD,Rejected,U,2016,3.7,150,168,318,3,TRUE
5464,"University Of California, Riverside",2.7,CS,PhD,Rejected,I,2013,3.46,163,149,312,3,TRUE
5465,Princeton University,4.4,CS,PhD,Rejected,A,2014,3.8,162,164,326,4,TRUE
5466,University of Chicago,3.4,CS,Masters,Rejected,A,2014,3.8,158,154,312,5,TRUE
5467,Duke University,3.6,CS,PhD,Rejected,U,2015,4,151,159,310,4,TRUE
5468,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2013,3.47,167,170,337,5,TRUE
5469,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2012,4,160,151,311,3.5,TRUE
5470,Stanford University,5,CS,Masters,Rejected,A,2014,3.5,134,163,297,3,TRUE
5471,Johns Hopkins University (JHU),3.6,CS,PhD,Rejected,I,2017,3.82,145,170,315,3.5,TRUE
5472,University Of Washington,4.5,CS,PhD,Rejected,A,2018,3.69,161,166,327,4.5,TRUE
5473,Rutgers Univeresity,3.3,CS,PhD,Accepted,I,2016,3.5,170,149,319,4,TRUE
5474,University Of Southern California (USC),3.7,CS,PhD,Accepted,I,2015,3.7,170,170,340,5,TRUE
5475,Duke University,3.6,CS,Masters,Accepted,I,2018,3.32,155,165,320,3.5,TRUE
5476,"University of Illinois, Chicago (UIC)",2.6,CS,PhD,Rejected,I,2016,3,151,167,318,4,TRUE
5477,University Of Maryland,4,CS,Masters,Accepted,I,2018,3.72,155,168,323,4,TRUE
5478,Arizona State University (ASU),3.1,CS,Masters,Accepted,I,2018,3.6,162,170,332,4,TRUE
5479,"University of California, Santa Cruz (UCSC)",2.8,CS,PhD,Accepted,I,2015,3.86,143,167,310,3,TRUE
5480,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2017,3.2,161,170,331,5.5,TRUE
5481,Purdue University,3.7,CS,PhD,Accepted,A,2015,3.98,162,168,330,4.5,TRUE
5482,University Of Maryland,4,CS,PhD,Accepted,I,2015,3.26,157,169,326,3,TRUE
5483,University of Utah,3.1,CS,Masters,Accepted,I,2015,3.4,147,164,311,3,TRUE
5484,University Of Wisconsin - Madison,4.1,CS,PhD,Rejected,U,2016,3.71,161,160,321,4,TRUE
5485,University of Notre Dame,2.8,CS,PhD,Rejected,I,2017,3.67,162,167,329,4,TRUE
5486,State University of New York (SUNY) at Buffalo,2.7,CS,Masters,Accepted,I,2016,3.2,160,166,326,4,TRUE
5487,University Of Washington,4.5,CS,PhD,Rejected,U,2016,3.78,163,167,330,5,TRUE
5488,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2014,4,151,163,314,3.5,TRUE
5489,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Rejected,I,2016,3.84,152,170,322,4.5,TRUE
5490,North Carolina State University,3.1,CS,PhD,Accepted,I,2015,3.6,161,170,331,5,TRUE
5491,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2013,3.7,168,166,334,4,TRUE
5492,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2016,3.2,154,170,324,3.5,TRUE
5493,"University Of Colorado, Boulder",3.2,CS,Masters,Accepted,A,2018,3.5,159,163,322,4,TRUE
5494,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,I,2016,3.5,160,170,330,4,TRUE
5495,Princeton University,4.4,CS,PhD,Rejected,I,2016,3.7,148,167,315,3,TRUE
5496,Purdue University,3.7,CS,Masters,Accepted,I,2017,3.66,161,170,331,4,TRUE
5497,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2013,4,158,170,328,3,TRUE
5498,State University of New York (SUNY) at Buffalo,2.7,CS,PhD,Accepted,I,2015,3.77,150,170,320,3,TRUE
5499,Princeton University,4.4,CS,PhD,Rejected,I,2015,3.67,164,159,323,4.5,TRUE
5500,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,A,2018,3.33,157,167,324,4.5,TRUE
5501,State University of New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,A,2014,3.8,162,164,326,4,TRUE
5502,Rice University,3.7,CS,Masters,Accepted,U,2014,4,155,162,317,4,TRUE
5503,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,A,2017,3.7,166,170,336,5,TRUE
5504,Stanford University,5,CS,PhD,Rejected,I,2014,3.84,159,170,329,4,TRUE
5505,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2014,3.94,143,164,307,4,TRUE
5506,"University Of California, Berkeley",5,CS,PhD,Rejected,A,2018,3.69,170,165,335,4.5,TRUE
5507,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2018,3.82,158,168,326,3.5,TRUE
5508,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,I,2014,3.81,151,155,306,3,TRUE
5509,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2014,3.7,159,158,317,4,TRUE
5510,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2015,3.84,166,168,334,5.5,TRUE
5511,State University of New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,I,2013,3,150,162,312,3,TRUE
5512,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2018,3.79,166,166,332,4.5,TRUE
5513,University Of Maryland,4,CS,PhD,Accepted,A,2017,3.78,165,165,330,4,TRUE
5514,Emory University,2.3,CS,PhD,Accepted,I,2018,3.83,145,160,305,4,TRUE
5515,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.64,155,163,318,3.5,TRUE
5516,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,I,2012,3.92,164,162,326,4,TRUE
5517,Purdue University,3.7,CS,Masters,Accepted,I,2013,3.64,154,164,318,3,TRUE
5518,Colorado State University,2.4,CS,Masters,Accepted,I,2013,3.68,149,161,310,3.5,TRUE
5519,Cornell University,4.5,CS,PhD,Rejected,I,2015,3.86,143,167,310,3,TRUE
5520,University Of Washington,4.5,CS,PhD,Rejected,A,2017,3.6,162,166,328,4,TRUE
5521,Purdue University,3.7,CS,PhD,Accepted,I,2014,3.8,142,165,307,3,TRUE
5522,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,U,2015,3.76,150,170,320,3,TRUE
5523,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2015,3,156,170,326,3,TRUE
5524,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,U,2016,3.99,169,170,339,5,TRUE
5525,Indiana University,2.9,CS,Masters,Accepted,I,2018,3.2,152,170,322,3.5,TRUE
5526,Stanford University,5,CS,PhD,Rejected,I,2015,3.46,145,154,299,3.5,TRUE
5527,Northeastern University (NEU),3,CS,Masters,Accepted,I,2018,3.85,152,165,317,4,TRUE
5528,University Of Maryland,4,CS,PhD,Rejected,I,2016,3.6,159,164,323,3,TRUE
5529,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,A,2013,4,163,168,331,5,TRUE
5530,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2018,3.96,152,169,321,3.5,TRUE
5531,Stanford University,5,CS,PhD,Rejected,U,2016,3.82,159,168,327,4,TRUE
5532,Ohio State University (OSU),3.4,CS,Masters,Accepted,I,2015,3.75,152,167,319,3,TRUE
5533,University Of Washington,4.5,CS,PhD,Rejected,I,2017,3.93,166,168,334,5,TRUE
5534,Indiana University,2.9,CS,Masters,Accepted,I,2017,3.39,151,157,308,3,TRUE
5535,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,A,2012,3.4,161,163,324,5.5,TRUE
5536,University of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,I,2016,3.6,157,164,321,3,TRUE
5537,New York University (NYU),3.4,CS,PhD,Accepted,I,2012,3.1,146,167,313,4,TRUE
5538,"University of Massachusetts, Amherst (UMass)",3.7,CS,PhD,Rejected,I,2016,3.66,158,168,326,5,TRUE
5539,Brown University,3.6,CS,PhD,Rejected,A,2014,3.78,165,170,335,4.5,TRUE
5540,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Rejected,A,2018,3.92,160,169,329,4.5,TRUE
